stim_ID,true_label,bg_hue,bg_r,bg_g,bg_b,obj_r,obj_g,obj_b,bg_int,obj_int,delta_int,bg_sat,obj_sat,delta_sat,hsv_bg,hsv_obj,delta_hsv
32,gray_l,blue,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7,0.7,0.7,0.49999999999999994,0.7,-0.2,0.5,0.0,0.5,"[0.666667,0.500000,0.500000]","[0.000000,0.000000,0.700000]","[0.333333,-0.500000,0.200000]"
33,gray_l,blue,0.0,0.0,0.49999999999999994,0.7,0.7,0.7,0.49999999999999994,0.7,-0.2,1.0,0.0,1.0,"[0.666667,1.000000,0.500000]","[0.000000,0.000000,0.700000]","[0.333333,-1.000000,0.200000]"
34,gray_l,blue,0.44999999999999996,0.44999999999999996,0.8999999999999999,0.7,0.7,0.7,0.8999999999999999,0.7,0.2,0.5,0.0,0.5,"[0.666667,0.500000,0.900000]","[0.000000,0.000000,0.700000]","[0.333333,-0.500000,-0.200000]"
35,gray_l,blue,0.0,0.0,0.8999999999999999,0.7,0.7,0.7,0.8999999999999999,0.7,0.2,1.0,0.0,1.0,"[0.666667,1.000000,0.900000]","[0.000000,0.000000,0.700000]","[0.333333,-1.000000,-0.200000]"
36,gray_l,yellow,0.49999999999999994,0.49999999999999994,0.24999999999999997,0.7,0.7,0.7,0.49999999999999994,0.7,-0.2,0.5,0.0,0.5,"[0.166667,0.500000,0.500000]","[0.000000,0.000000,0.700000]","[-0.166667,-0.500000,0.200000]"
37,gray_l,yellow,0.49999999999999994,0.49999999999999994,0.0,0.7,0.7,0.7,0.49999999999999994,0.7,-0.2,1.0,0.0,1.0,"[0.166667,1.000000,0.500000]","[0.000000,0.000000,0.700000]","[-0.166667,-1.000000,0.200000]"
38,gray_l,yellow,0.8999999999999999,0.8999999999999999,0.44999999999999996,0.7,0.7,0.7,0.8999999999999999,0.7,0.2,0.5,0.0,0.5,"[0.166667,0.500000,0.900000]","[0.000000,0.000000,0.700000]","[-0.166667,-0.500000,-0.200000]"
39,gray_l,yellow,0.8999999999999999,0.8999999999999999,0.0,0.7,0.7,0.7,0.8999999999999999,0.7,0.2,1.0,0.0,1.0,"[0.166667,1.000000,0.900000]","[0.000000,0.000000,0.700000]","[-0.166667,-1.000000,-0.200000]"
40,red,gray,0.0,0.0,0.0,0.3,0.21,0.21,0.0,0.3,-0.3,0.0,0.3,-0.3,"[0.000000,0.000000,0.000000]","[0.000000,0.300000,0.300000]","[0.000000,0.300000,0.300000]"
41,red,gray,0.7,0.7,0.7,0.3,0.21,0.21,0.7,0.3,0.4,0.0,0.3,-0.3,"[0.000000,0.000000,0.700000]","[0.000000,0.300000,0.300000]","[0.000000,0.300000,-0.400000]"
42,red,red,0.09999999999999998,0.08999999999999998,0.08999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.100000]","[0.000000,0.300000,0.300000]","[0.000000,0.200000,0.200000]"
43,red,red,0.09999999999999998,0.01999999999999999,0.01999999999999999,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.100000]","[0.000000,0.300000,0.300000]","[0.000000,-0.500000,0.200000]"
44,red,red,0.09999999999999998,0.0,0.0,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.100000]","[0.000000,0.300000,0.300000]","[0.000000,-0.700000,0.200000]"
45,red,red,0.5,0.45,0.45,0.3,0.21,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.500000]","[0.000000,0.300000,0.300000]","[0.000000,0.200000,-0.200000]"
46,red,red,0.5,0.09999999999999998,0.09999999999999998,0.3,0.21,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.500000]","[0.000000,0.300000,0.300000]","[0.000000,-0.500000,-0.200000]"
47,red,red,0.5,0.0,0.0,0.3,0.21,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.500000]","[0.000000,0.300000,0.300000]","[0.000000,-0.700000,-0.200000]"
48,red,green,0.08999999999999998,0.09999999999999998,0.08999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.100000]","[0.000000,0.300000,0.300000]","[-0.333333,0.200000,0.200000]"
49,red,green,0.01999999999999999,0.09999999999999998,0.01999999999999999,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.100000]","[0.000000,0.300000,0.300000]","[-0.333333,-0.500000,0.200000]"
50,red,green,0.0,0.09999999999999998,0.0,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.100000]","[0.000000,0.300000,0.300000]","[-0.333333,-0.700000,0.200000]"
51,red,green,0.45,0.5,0.45,0.3,0.21,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.500000]","[0.000000,0.300000,0.300000]","[-0.333333,0.200000,-0.200000]"
52,red,green,0.09999999999999998,0.5,0.09999999999999998,0.3,0.21,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.500000]","[0.000000,0.300000,0.300000]","[-0.333333,-0.500000,-0.200000]"
53,red,green,0.0,0.5,0.0,0.3,0.21,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.500000]","[0.000000,0.300000,0.300000]","[-0.333333,-0.700000,-0.200000]"
54,red,blue,0.08999999999999998,0.08999999999999998,0.09999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.100000]","[0.000000,0.300000,0.300000]","[0.333333,0.200000,0.200000]"
55,red,blue,0.01999999999999999,0.01999999999999999,0.09999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.100000]","[0.000000,0.300000,0.300000]","[0.333333,-0.500000,0.200000]"
56,red,blue,0.0,0.0,0.09999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.100000]","[0.000000,0.300000,0.300000]","[0.333333,-0.700000,0.200000]"
57,red,blue,0.45,0.45,0.5,0.3,0.21,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.500000]","[0.000000,0.300000,0.300000]","[0.333333,0.200000,-0.200000]"
58,red,blue,0.09999999999999998,0.09999999999999998,0.5,0.3,0.21,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.500000]","[0.000000,0.300000,0.300000]","[0.333333,-0.500000,-0.200000]"
59,red,blue,0.0,0.0,0.5,0.3,0.21,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.500000]","[0.000000,0.300000,0.300000]","[0.333333,-0.700000,-0.200000]"
60,red,yellow,0.09999999999999998,0.09999999999999998,0.08999999999999998,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.100000]","[0.000000,0.300000,0.300000]","[-0.166667,0.200000,0.200000]"
61,red,yellow,0.09999999999999998,0.09999999999999998,0.01999999999999999,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.100000]","[0.000000,0.300000,0.300000]","[-0.166667,-0.500000,0.200000]"
62,red,yellow,0.09999999999999998,0.09999999999999998,0.0,0.3,0.21,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.100000]","[0.000000,0.300000,0.300000]","[-0.166667,-0.700000,0.200000]"
63,red,yellow,0.5,0.5,0.45,0.3,0.21,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.500000]","[0.000000,0.300000,0.300000]","[-0.166667,0.200000,-0.200000]"
64,red,yellow,0.5,0.5,0.09999999999999998,0.3,0.21,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.500000]","[0.000000,0.300000,0.300000]","[-0.166667,-0.500000,-0.200000]"
65,red,yellow,0.5,0.5,0.0,0.3,0.21,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.500000]","[0.000000,0.300000,0.300000]","[-0.166667,-0.700000,-0.200000]"
66,red,gray,0.0,0.0,0.0,0.3,0.09000000000000001,0.09000000000000001,0.0,0.3,-0.3,0.0,0.7,-0.7,"[0.000000,0.000000,0.000000]","[0.000000,0.700000,0.300000]","[0.000000,0.700000,0.300000]"
67,red,gray,0.7,0.7,0.7,0.3,0.09000000000000001,0.09000000000000001,0.7,0.3,0.4,0.0,0.7,-0.7,"[0.000000,0.000000,0.700000]","[0.000000,0.700000,0.300000]","[0.000000,0.700000,-0.400000]"
68,red,red,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.100000]","[0.000000,0.700000,0.300000]","[0.000000,0.200000,0.200000]"
69,red,red,0.09999999999999998,0.0,0.0,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.100000]","[0.000000,0.700000,0.300000]","[0.000000,-0.300000,0.200000]"
70,red,red,0.5,0.25,0.25,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.500000]","[0.000000,0.700000,0.300000]","[0.000000,0.200000,-0.200000]"
71,red,red,0.5,0.0,0.0,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.500000]","[0.000000,0.700000,0.300000]","[0.000000,-0.300000,-0.200000]"
72,red,green,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.100000]","[0.000000,0.700000,0.300000]","[-0.333333,0.200000,0.200000]"
73,red,green,0.0,0.09999999999999998,0.0,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.100000]","[0.000000,0.700000,0.300000]","[-0.333333,-0.300000,0.200000]"
74,red,green,0.25,0.5,0.25,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.500000]","[0.000000,0.700000,0.300000]","[-0.333333,0.200000,-0.200000]"
75,red,green,0.0,0.5,0.0,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.500000]","[0.000000,0.700000,0.300000]","[-0.333333,-0.300000,-0.200000]"
76,red,blue,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.100000]","[0.000000,0.700000,0.300000]","[0.333333,0.200000,0.200000]"
77,red,blue,0.0,0.0,0.09999999999999998,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.100000]","[0.000000,0.700000,0.300000]","[0.333333,-0.300000,0.200000]"
78,red,blue,0.25,0.25,0.5,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.500000]","[0.000000,0.700000,0.300000]","[0.333333,0.200000,-0.200000]"
79,red,blue,0.0,0.0,0.5,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.500000]","[0.000000,0.700000,0.300000]","[0.333333,-0.300000,-0.200000]"
80,red,yellow,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.100000]","[0.000000,0.700000,0.300000]","[-0.166667,0.200000,0.200000]"
81,red,yellow,0.09999999999999998,0.09999999999999998,0.0,0.3,0.09000000000000001,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.100000]","[0.000000,0.700000,0.300000]","[-0.166667,-0.300000,0.200000]"
82,red,yellow,0.5,0.5,0.25,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.500000]","[0.000000,0.700000,0.300000]","[-0.166667,0.200000,-0.200000]"
83,red,yellow,0.5,0.5,0.0,0.3,0.09000000000000001,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.500000]","[0.000000,0.700000,0.300000]","[-0.166667,-0.300000,-0.200000]"
84,red,gray,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.7,0.48999999999999994,0.48999999999999994,0.29999999999999993,0.7,-0.4,0.0,0.3,-0.3,"[0.000000,0.000000,0.300000]","[0.000000,0.300000,0.700000]","[0.000000,0.300000,0.400000]"
85,red,gray,1.0,1.0,1.0,0.7,0.48999999999999994,0.48999999999999994,1.0,0.7,0.30000000000000004,0.0,0.3,-0.3,"[0.000000,0.000000,1.000000]","[0.000000,0.300000,0.700000]","[0.000000,0.300000,-0.300000]"
86,red,red,0.49999999999999994,0.44999999999999996,0.44999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.500000]","[0.000000,0.300000,0.700000]","[0.000000,0.200000,0.200000]"
87,red,red,0.49999999999999994,0.09999999999999996,0.09999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.500000]","[0.000000,0.300000,0.700000]","[0.000000,-0.500000,0.200000]"
88,red,red,0.49999999999999994,0.0,0.0,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.500000]","[0.000000,0.300000,0.700000]","[0.000000,-0.700000,0.200000]"
89,red,red,0.8999999999999999,0.8099999999999999,0.8099999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.900000]","[0.000000,0.300000,0.700000]","[0.000000,0.200000,-0.200000]"
90,red,red,0.8999999999999999,0.17999999999999994,0.17999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.900000]","[0.000000,0.300000,0.700000]","[0.000000,-0.500000,-0.200000]"
91,red,red,0.8999999999999999,0.0,0.0,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.900000]","[0.000000,0.300000,0.700000]","[0.000000,-0.700000,-0.200000]"
92,red,green,0.44999999999999996,0.49999999999999994,0.44999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.500000]","[0.000000,0.300000,0.700000]","[-0.333333,0.200000,0.200000]"
93,red,green,0.09999999999999996,0.49999999999999994,0.09999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.500000]","[0.000000,0.300000,0.700000]","[-0.333333,-0.500000,0.200000]"
94,red,green,0.0,0.49999999999999994,0.0,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.500000]","[0.000000,0.300000,0.700000]","[-0.333333,-0.700000,0.200000]"
95,red,green,0.8099999999999999,0.8999999999999999,0.8099999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.900000]","[0.000000,0.300000,0.700000]","[-0.333333,0.200000,-0.200000]"
96,red,green,0.17999999999999994,0.8999999999999999,0.17999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.900000]","[0.000000,0.300000,0.700000]","[-0.333333,-0.500000,-0.200000]"
97,red,green,0.0,0.8999999999999999,0.0,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.900000]","[0.000000,0.300000,0.700000]","[-0.333333,-0.700000,-0.200000]"
98,red,blue,0.44999999999999996,0.44999999999999996,0.49999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.500000]","[0.000000,0.300000,0.700000]","[0.333333,0.200000,0.200000]"
99,red,blue,0.09999999999999996,0.09999999999999996,0.49999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.500000]","[0.000000,0.300000,0.700000]","[0.333333,-0.500000,0.200000]"
100,red,blue,0.0,0.0,0.49999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.500000]","[0.000000,0.300000,0.700000]","[0.333333,-0.700000,0.200000]"
101,red,blue,0.8099999999999999,0.8099999999999999,0.8999999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.900000]","[0.000000,0.300000,0.700000]","[0.333333,0.200000,-0.200000]"
102,red,blue,0.17999999999999994,0.17999999999999994,0.8999999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.900000]","[0.000000,0.300000,0.700000]","[0.333333,-0.500000,-0.200000]"
103,red,blue,0.0,0.0,0.8999999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.900000]","[0.000000,0.300000,0.700000]","[0.333333,-0.700000,-0.200000]"
104,red,yellow,0.49999999999999994,0.49999999999999994,0.44999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.500000]","[0.000000,0.300000,0.700000]","[-0.166667,0.200000,0.200000]"
105,red,yellow,0.49999999999999994,0.49999999999999994,0.09999999999999996,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.500000]","[0.000000,0.300000,0.700000]","[-0.166667,-0.500000,0.200000]"
106,red,yellow,0.49999999999999994,0.49999999999999994,0.0,0.7,0.48999999999999994,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.500000]","[0.000000,0.300000,0.700000]","[-0.166667,-0.700000,0.200000]"
