stim_ID,true_label,bg_hue,obj_int,obj_sat,bg_int,bg_sat,user_label,match_true_label,obj_r,obj_g,obj_b,bg_r,bg_g,bg_b,obj_rgb,bg_rgb
81,red,yellow,0.3,0.7,0.0999999999999999,1.0,,,0.3,0.09,0.09,0.0999999999999999,0.0999999999999999,0.0,"[0.300000,0.090000,0.090000]","[0.100000,0.100000,0.000000]"
15,gray_d,blue,0.3,0.0,0.5,1.0,,,0.3,0.3,0.3,0.0,0.0,0.5,"[0.300000,0.300000,0.300000]","[0.000000,0.000000,0.500000]"
70,red,red,0.3,0.7,0.5,0.4999999999999999,,,0.3,0.09,0.09,0.5,0.25,0.25,"[0.300000,0.090000,0.090000]","[0.500000,0.250000,0.250000]"
101,red,blue,0.7,0.3,0.8999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.8099999999999999,0.8099999999999999,0.8999999999999999,"[0.700000,0.490000,0.490000]","[0.810000,0.810000,0.900000]"
2,gray_d,red,0.3,0.0,0.0999999999999999,0.0,,,0.3,0.3,0.3,0.0999999999999999,0.0999999999999999,0.0999999999999999,"[0.300000,0.300000,0.300000]","[0.100000,0.100000,0.100000]"
62,red,yellow,0.3,0.3,0.0999999999999999,1.0,,,0.3,0.21,0.21,0.0999999999999999,0.0999999999999999,0.0,"[0.300000,0.210000,0.210000]","[0.100000,0.100000,0.000000]"
6,gray_d,red,0.3,0.0,0.5,0.5,,,0.3,0.3,0.3,0.5,0.25,0.25,"[0.300000,0.300000,0.300000]","[0.500000,0.250000,0.250000]"
82,red,yellow,0.3,0.7,0.5,0.4999999999999999,,,0.3,0.09,0.09,0.5,0.5,0.25,"[0.300000,0.090000,0.090000]","[0.500000,0.500000,0.250000]"
113,red,red,0.7,0.7,0.4999999999999999,1.0,,,0.7,0.21,0.21,0.4999999999999999,0.0,0.0,"[0.700000,0.210000,0.210000]","[0.500000,0.000000,0.000000]"
126,red,yellow,0.7,0.7,0.8999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.8999999999999999,0.8999999999999999,0.4499999999999999,"[0.700000,0.210000,0.210000]","[0.900000,0.900000,0.450000]"
24,gray_l,red,0.7,0.0,0.4999999999999999,1.0,,,0.7,0.7,0.7,0.4999999999999999,0.0,0.0,"[0.700000,0.700000,0.700000]","[0.500000,0.000000,0.000000]"
96,red,green,0.7,0.3,0.8999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.1799999999999999,0.8999999999999999,0.1799999999999999,"[0.700000,0.490000,0.490000]","[0.180000,0.900000,0.180000]"
66,red,gray,0.3,0.7,0.0,0.0,,,0.3,0.09,0.09,0.0,0.0,0.0,"[0.300000,0.090000,0.090000]","[0.000000,0.000000,0.000000]"
64,red,yellow,0.3,0.3,0.5,0.8,,,0.3,0.21,0.21,0.5,0.5,0.0999999999999999,"[0.300000,0.210000,0.210000]","[0.500000,0.500000,0.100000]"
95,red,green,0.7,0.3,0.8999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.8099999999999999,0.8999999999999999,0.8099999999999999,"[0.700000,0.490000,0.490000]","[0.810000,0.900000,0.810000]"
89,red,red,0.7,0.3,0.8999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.8999999999999999,0.8099999999999999,0.8099999999999999,"[0.700000,0.490000,0.490000]","[0.900000,0.810000,0.810000]"
55,red,blue,0.3,0.3,0.0999999999999999,0.8,,,0.3,0.21,0.21,0.0199999999999999,0.0199999999999999,0.0999999999999999,"[0.300000,0.210000,0.210000]","[0.020000,0.020000,0.100000]"
74,red,green,0.3,0.7,0.5,0.4999999999999999,,,0.3,0.09,0.09,0.25,0.5,0.25,"[0.300000,0.090000,0.090000]","[0.250000,0.500000,0.250000]"
124,red,yellow,0.7,0.7,0.4999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.4999999999999999,0.4999999999999999,0.2499999999999999,"[0.700000,0.210000,0.210000]","[0.500000,0.500000,0.250000]"
58,red,blue,0.3,0.3,0.5,0.8,,,0.3,0.21,0.21,0.0999999999999999,0.0999999999999999,0.5,"[0.300000,0.210000,0.210000]","[0.100000,0.100000,0.500000]"
8,gray_d,green,0.3,0.0,0.0999999999999999,0.5,,,0.3,0.3,0.3,0.0499999999999999,0.0999999999999999,0.0499999999999999,"[0.300000,0.300000,0.300000]","[0.050000,0.100000,0.050000]"
38,gray_l,yellow,0.7,0.0,0.8999999999999999,0.5,,,0.7,0.7,0.7,0.8999999999999999,0.8999999999999999,0.4499999999999999,"[0.700000,0.700000,0.700000]","[0.900000,0.900000,0.450000]"
69,red,red,0.3,0.7,0.0999999999999999,1.0,,,0.3,0.09,0.09,0.0999999999999999,0.0,0.0,"[0.300000,0.090000,0.090000]","[0.100000,0.000000,0.000000]"
53,red,green,0.3,0.3,0.5,1.0,,,0.3,0.21,0.21,0.0,0.5,0.0,"[0.300000,0.210000,0.210000]","[0.000000,0.500000,0.000000]"
83,red,yellow,0.3,0.7,0.5,1.0,,,0.3,0.09,0.09,0.5,0.5,0.0,"[0.300000,0.090000,0.090000]","[0.500000,0.500000,0.000000]"
51,red,green,0.3,0.3,0.5,0.0999999999999999,,,0.3,0.21,0.21,0.45,0.5,0.45,"[0.300000,0.210000,0.210000]","[0.450000,0.500000,0.450000]"
39,gray_l,yellow,0.7,0.0,0.8999999999999999,1.0,,,0.7,0.7,0.7,0.8999999999999999,0.8999999999999999,0.0,"[0.700000,0.700000,0.700000]","[0.900000,0.900000,0.000000]"
114,red,red,0.7,0.7,0.8999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.8999999999999999,0.4499999999999999,0.4499999999999999,"[0.700000,0.210000,0.210000]","[0.900000,0.450000,0.450000]"
35,gray_l,blue,0.7,0.0,0.8999999999999999,1.0,,,0.7,0.7,0.7,0.0,0.0,0.8999999999999999,"[0.700000,0.700000,0.700000]","[0.000000,0.000000,0.900000]"
48,red,green,0.3,0.3,0.0999999999999999,0.0999999999999999,,,0.3,0.21,0.21,0.0899999999999999,0.0999999999999999,0.0899999999999999,"[0.300000,0.210000,0.210000]","[0.090000,0.100000,0.090000]"
117,red,green,0.7,0.7,0.4999999999999999,1.0,,,0.7,0.21,0.21,0.0,0.4999999999999999,0.0,"[0.700000,0.210000,0.210000]","[0.000000,0.500000,0.000000]"
93,red,green,0.7,0.3,0.4999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.0999999999999999,0.4999999999999999,0.0999999999999999,"[0.700000,0.490000,0.490000]","[0.100000,0.500000,0.100000]"
40,red,gray,0.3,0.3,0.0,0.0,,,0.3,0.21,0.21,0.0,0.0,0.0,"[0.300000,0.210000,0.210000]","[0.000000,0.000000,0.000000]"
73,red,green,0.3,0.7,0.0999999999999999,1.0,,,0.3,0.09,0.09,0.0,0.0999999999999999,0.0,"[0.300000,0.090000,0.090000]","[0.000000,0.100000,0.000000]"
119,red,green,0.7,0.7,0.8999999999999999,1.0,,,0.7,0.21,0.21,0.0,0.8999999999999999,0.0,"[0.700000,0.210000,0.210000]","[0.000000,0.900000,0.000000]"
125,red,yellow,0.7,0.7,0.4999999999999999,1.0,,,0.7,0.21,0.21,0.4999999999999999,0.4999999999999999,0.0,"[0.700000,0.210000,0.210000]","[0.500000,0.500000,0.000000]"
33,gray_l,blue,0.7,0.0,0.4999999999999999,1.0,,,0.7,0.7,0.7,0.0,0.0,0.4999999999999999,"[0.700000,0.700000,0.700000]","[0.000000,0.000000,0.500000]"
3,gray_d,red,0.3,0.0,0.0999999999999999,0.5,,,0.3,0.3,0.3,0.0999999999999999,0.0499999999999999,0.0499999999999999,"[0.300000,0.300000,0.300000]","[0.100000,0.050000,0.050000]"
49,red,green,0.3,0.3,0.0999999999999999,0.8,,,0.3,0.21,0.21,0.0199999999999999,0.0999999999999999,0.0199999999999999,"[0.300000,0.210000,0.210000]","[0.020000,0.100000,0.020000]"
36,gray_l,yellow,0.7,0.0,0.4999999999999999,0.5,,,0.7,0.7,0.7,0.4999999999999999,0.4999999999999999,0.2499999999999999,"[0.700000,0.700000,0.700000]","[0.500000,0.500000,0.250000]"
11,gray_d,green,0.3,0.0,0.5,1.0,,,0.3,0.3,0.3,0.0,0.5,0.0,"[0.300000,0.300000,0.300000]","[0.000000,0.500000,0.000000]"
103,red,blue,0.7,0.3,0.8999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.0,0.0,0.8999999999999999,"[0.700000,0.490000,0.490000]","[0.000000,0.000000,0.900000]"
52,red,green,0.3,0.3,0.5,0.8,,,0.3,0.21,0.21,0.0999999999999999,0.5,0.0999999999999999,"[0.300000,0.210000,0.210000]","[0.100000,0.500000,0.100000]"
100,red,blue,0.7,0.3,0.4999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.0,0.0,0.4999999999999999,"[0.700000,0.490000,0.490000]","[0.000000,0.000000,0.500000]"
16,gray_d,yellow,0.3,0.0,0.0999999999999999,0.5,,,0.3,0.3,0.3,0.0999999999999999,0.0999999999999999,0.0499999999999999,"[0.300000,0.300000,0.300000]","[0.100000,0.100000,0.050000]"
50,red,green,0.3,0.3,0.0999999999999999,1.0,,,0.3,0.21,0.21,0.0,0.0999999999999999,0.0,"[0.300000,0.210000,0.210000]","[0.000000,0.100000,0.000000]"
108,red,yellow,0.7,0.3,0.8999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.8999999999999999,0.8999999999999999,0.1799999999999999,"[0.700000,0.490000,0.490000]","[0.900000,0.900000,0.180000]"
90,red,red,0.7,0.3,0.8999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.8999999999999999,0.1799999999999999,0.1799999999999999,"[0.700000,0.490000,0.490000]","[0.900000,0.180000,0.180000]"
60,red,yellow,0.3,0.3,0.0999999999999999,0.0999999999999999,,,0.3,0.21,0.21,0.0999999999999999,0.0999999999999999,0.0899999999999999,"[0.300000,0.210000,0.210000]","[0.100000,0.100000,0.090000]"
78,red,blue,0.3,0.7,0.5,0.4999999999999999,,,0.3,0.09,0.09,0.25,0.25,0.5,"[0.300000,0.090000,0.090000]","[0.250000,0.250000,0.500000]"
116,red,green,0.7,0.7,0.4999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.2499999999999999,0.4999999999999999,0.2499999999999999,"[0.700000,0.210000,0.210000]","[0.250000,0.500000,0.250000]"
98,red,blue,0.7,0.3,0.4999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.4499999999999999,0.4499999999999999,0.4999999999999999,"[0.700000,0.490000,0.490000]","[0.450000,0.450000,0.500000]"
76,red,blue,0.3,0.7,0.0999999999999999,0.4999999999999999,,,0.3,0.09,0.09,0.0499999999999999,0.0499999999999999,0.0999999999999999,"[0.300000,0.090000,0.090000]","[0.050000,0.050000,0.100000]"
21,gray_l,gray,0.7,0.0,1.0,0.0,,,0.7,0.7,0.7,1.0,1.0,1.0,"[0.700000,0.700000,0.700000]","[1.000000,1.000000,1.000000]"
99,red,blue,0.7,0.3,0.4999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.0999999999999999,0.0999999999999999,0.4999999999999999,"[0.700000,0.490000,0.490000]","[0.100000,0.100000,0.500000]"
56,red,blue,0.3,0.3,0.0999999999999999,1.0,,,0.3,0.21,0.21,0.0,0.0,0.0999999999999999,"[0.300000,0.210000,0.210000]","[0.000000,0.000000,0.100000]"
13,gray_d,blue,0.3,0.0,0.0999999999999999,1.0,,,0.3,0.3,0.3,0.0,0.0,0.0999999999999999,"[0.300000,0.300000,0.300000]","[0.000000,0.000000,0.100000]"
75,red,green,0.3,0.7,0.5,1.0,,,0.3,0.09,0.09,0.0,0.5,0.0,"[0.300000,0.090000,0.090000]","[0.000000,0.500000,0.000000]"
57,red,blue,0.3,0.3,0.5,0.0999999999999999,,,0.3,0.21,0.21,0.45,0.45,0.5,"[0.300000,0.210000,0.210000]","[0.450000,0.450000,0.500000]"
65,red,yellow,0.3,0.3,0.5,1.0,,,0.3,0.21,0.21,0.5,0.5,0.0,"[0.300000,0.210000,0.210000]","[0.500000,0.500000,0.000000]"
19,gray_d,yellow,0.3,0.0,0.5,1.0,,,0.3,0.3,0.3,0.5,0.5,0.0,"[0.300000,0.300000,0.300000]","[0.500000,0.500000,0.000000]"
30,gray_l,green,0.7,0.0,0.8999999999999999,0.5,,,0.7,0.7,0.7,0.4499999999999999,0.8999999999999999,0.4499999999999999,"[0.700000,0.700000,0.700000]","[0.450000,0.900000,0.450000]"
94,red,green,0.7,0.3,0.4999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.0,0.4999999999999999,0.0,"[0.700000,0.490000,0.490000]","[0.000000,0.500000,0.000000]"
105,red,yellow,0.7,0.3,0.4999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.4999999999999999,0.0999999999999999,"[0.700000,0.490000,0.490000]","[0.500000,0.500000,0.100000]"
63,red,yellow,0.3,0.3,0.5,0.0999999999999999,,,0.3,0.21,0.21,0.5,0.5,0.45,"[0.300000,0.210000,0.210000]","[0.500000,0.500000,0.450000]"
123,red,blue,0.7,0.7,0.8999999999999999,1.0,,,0.7,0.21,0.21,0.0,0.0,0.8999999999999999,"[0.700000,0.210000,0.210000]","[0.000000,0.000000,0.900000]"
1,gray_d,gray,0.3,0.0,0.7,0.0,,,0.3,0.3,0.3,0.7,0.7,0.7,"[0.300000,0.300000,0.300000]","[0.700000,0.700000,0.700000]"
43,red,red,0.3,0.3,0.0999999999999999,0.8,,,0.3,0.21,0.21,0.0999999999999999,0.0199999999999999,0.0199999999999999,"[0.300000,0.210000,0.210000]","[0.100000,0.020000,0.020000]"
27,gray_l,red,0.7,0.0,0.8999999999999999,1.0,,,0.7,0.7,0.7,0.8999999999999999,0.0,0.0,"[0.700000,0.700000,0.700000]","[0.900000,0.000000,0.000000]"
59,red,blue,0.3,0.3,0.5,1.0,,,0.3,0.21,0.21,0.0,0.0,0.5,"[0.300000,0.210000,0.210000]","[0.000000,0.000000,0.500000]"
9,gray_d,green,0.3,0.0,0.0999999999999999,1.0,,,0.3,0.3,0.3,0.0,0.0999999999999999,0.0,"[0.300000,0.300000,0.300000]","[0.000000,0.100000,0.000000]"
31,gray_l,green,0.7,0.0,0.8999999999999999,1.0,,,0.7,0.7,0.7,0.0,0.8999999999999999,0.0,"[0.700000,0.700000,0.700000]","[0.000000,0.900000,0.000000]"
115,red,red,0.7,0.7,0.8999999999999999,1.0,,,0.7,0.21,0.21,0.8999999999999999,0.0,0.0,"[0.700000,0.210000,0.210000]","[0.900000,0.000000,0.000000]"
17,gray_d,yellow,0.3,0.0,0.0999999999999999,1.0,,,0.3,0.3,0.3,0.0999999999999999,0.0999999999999999,0.0,"[0.300000,0.300000,0.300000]","[0.100000,0.100000,0.000000]"
45,red,red,0.3,0.3,0.5,0.0999999999999999,,,0.3,0.21,0.21,0.5,0.45,0.45,"[0.300000,0.210000,0.210000]","[0.500000,0.450000,0.450000]"
110,red,gray,0.7,0.7,0.2999999999999999,0.0,,,0.7,0.21,0.21,0.2999999999999999,0.2999999999999999,0.2999999999999999,"[0.700000,0.210000,0.210000]","[0.300000,0.300000,0.300000]"
68,red,red,0.3,0.7,0.0999999999999999,0.4999999999999999,,,0.3,0.09,0.09,0.0999999999999999,0.0499999999999999,0.0499999999999999,"[0.300000,0.090000,0.090000]","[0.100000,0.050000,0.050000]"
79,red,blue,0.3,0.7,0.5,1.0,,,0.3,0.09,0.09,0.0,0.0,0.5,"[0.300000,0.090000,0.090000]","[0.000000,0.000000,0.500000]"
67,red,gray,0.3,0.7,0.7,0.0,,,0.3,0.09,0.09,0.7,0.7,0.7,"[0.300000,0.090000,0.090000]","[0.700000,0.700000,0.700000]"
41,red,gray,0.3,0.3,0.7,0.0,,,0.3,0.21,0.21,0.7,0.7,0.7,"[0.300000,0.210000,0.210000]","[0.700000,0.700000,0.700000]"
37,gray_l,yellow,0.7,0.0,0.4999999999999999,1.0,,,0.7,0.7,0.7,0.4999999999999999,0.4999999999999999,0.0,"[0.700000,0.700000,0.700000]","[0.500000,0.500000,0.000000]"
5,gray_d,red,0.3,0.0,0.5,0.0,,,0.3,0.3,0.3,0.5,0.5,0.5,"[0.300000,0.300000,0.300000]","[0.500000,0.500000,0.500000]"
84,red,gray,0.7,0.3,0.2999999999999999,0.0,,,0.7,0.4899999999999999,0.4899999999999999,0.2999999999999999,0.2999999999999999,0.2999999999999999,"[0.700000,0.490000,0.490000]","[0.300000,0.300000,0.300000]"
86,red,red,0.7,0.3,0.4999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.4499999999999999,0.4499999999999999,"[0.700000,0.490000,0.490000]","[0.500000,0.450000,0.450000]"
0,gray_d,gray,0.3,0.0,0.0,0.0,,,0.3,0.3,0.3,0.0,0.0,0.0,"[0.300000,0.300000,0.300000]","[0.000000,0.000000,0.000000]"
120,red,blue,0.7,0.7,0.4999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.2499999999999999,0.2499999999999999,0.4999999999999999,"[0.700000,0.210000,0.210000]","[0.250000,0.250000,0.500000]"
118,red,green,0.7,0.7,0.8999999999999999,0.4999999999999999,,,0.7,0.21,0.21,0.4499999999999999,0.8999999999999999,0.4499999999999999,"[0.700000,0.210000,0.210000]","[0.450000,0.900000,0.450000]"
77,red,blue,0.3,0.7,0.0999999999999999,1.0,,,0.3,0.09,0.09,0.0,0.0,0.0999999999999999,"[0.300000,0.090000,0.090000]","[0.000000,0.000000,0.100000]"
4,gray_d,red,0.3,0.0,0.0999999999999999,1.0,,,0.3,0.3,0.3,0.0999999999999999,0.0,0.0,"[0.300000,0.300000,0.300000]","[0.100000,0.000000,0.000000]"
32,gray_l,blue,0.7,0.0,0.4999999999999999,0.5,,,0.7,0.7,0.7,0.2499999999999999,0.2499999999999999,0.4999999999999999,"[0.700000,0.700000,0.700000]","[0.250000,0.250000,0.500000]"
127,red,yellow,0.7,0.7,0.8999999999999999,1.0,,,0.7,0.21,0.21,0.8999999999999999,0.8999999999999999,0.0,"[0.700000,0.210000,0.210000]","[0.900000,0.900000,0.000000]"
87,red,red,0.7,0.3,0.4999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.0999999999999999,0.0999999999999999,"[0.700000,0.490000,0.490000]","[0.500000,0.100000,0.100000]"
25,gray_l,red,0.7,0.0,0.8999999999999999,0.0,,,0.7,0.7,0.7,0.8999999999999999,0.8999999999999999,0.8999999999999999,"[0.700000,0.700000,0.700000]","[0.900000,0.900000,0.900000]"
26,gray_l,red,0.7,0.0,0.8999999999999999,0.5,,,0.7,0.7,0.7,0.8999999999999999,0.4499999999999999,0.4499999999999999,"[0.700000,0.700000,0.700000]","[0.900000,0.450000,0.450000]"
109,red,yellow,0.7,0.3,0.8999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.8999999999999999,0.8999999999999999,0.0,"[0.700000,0.490000,0.490000]","[0.900000,0.900000,0.000000]"
104,red,yellow,0.7,0.3,0.4999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.4999999999999999,0.4499999999999999,"[0.700000,0.490000,0.490000]","[0.500000,0.500000,0.450000]"
61,red,yellow,0.3,0.3,0.0999999999999999,0.8,,,0.3,0.21,0.21,0.0999999999999999,0.0999999999999999,0.0199999999999999,"[0.300000,0.210000,0.210000]","[0.100000,0.100000,0.020000]"
80,red,yellow,0.3,0.7,0.0999999999999999,0.4999999999999999,,,0.3,0.09,0.09,0.0999999999999999,0.0999999999999999,0.0499999999999999,"[0.300000,0.090000,0.090000]","[0.100000,0.100000,0.050000]"
10,gray_d,green,0.3,0.0,0.5,0.5,,,0.3,0.3,0.3,0.25,0.5,0.25,"[0.300000,0.300000,0.300000]","[0.250000,0.500000,0.250000]"
28,gray_l,green,0.7,0.0,0.4999999999999999,0.5,,,0.7,0.7,0.7,0.2499999999999999,0.4999999999999999,0.2499999999999999,"[0.700000,0.700000,0.700000]","[0.250000,0.500000,0.250000]"
106,red,yellow,0.7,0.3,0.4999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.4999999999999999,0.0,"[0.700000,0.490000,0.490000]","[0.500000,0.500000,0.000000]"
102,red,blue,0.7,0.3,0.8999999999999999,0.8,,,0.7,0.4899999999999999,0.4899999999999999,0.1799999999999999,0.1799999999999999,0.8999999999999999,"[0.700000,0.490000,0.490000]","[0.180000,0.180000,0.900000]"
121,red,blue,0.7,0.7,0.4999999999999999,1.0,,,0.7,0.21,0.21,0.0,0.0,0.4999999999999999,"[0.700000,0.210000,0.210000]","[0.000000,0.000000,0.500000]"
71,red,red,0.3,0.7,0.5,1.0,,,0.3,0.09,0.09,0.5,0.0,0.0,"[0.300000,0.090000,0.090000]","[0.500000,0.000000,0.000000]"
22,gray_l,red,0.7,0.0,0.4999999999999999,0.0,,,0.7,0.7,0.7,0.4999999999999999,0.4999999999999999,0.4999999999999999,"[0.700000,0.700000,0.700000]","[0.500000,0.500000,0.500000]"
12,gray_d,blue,0.3,0.0,0.0999999999999999,0.5,,,0.3,0.3,0.3,0.0499999999999999,0.0499999999999999,0.0999999999999999,"[0.300000,0.300000,0.300000]","[0.050000,0.050000,0.100000]"
88,red,red,0.7,0.3,0.4999999999999999,1.0,,,0.7,0.4899999999999999,0.4899999999999999,0.4999999999999999,0.0,0.0,"[0.700000,0.490000,0.490000]","[0.500000,0.000000,0.000000]"
107,red,yellow,0.7,0.3,0.8999999999999999,0.0999999999999999,,,0.7,0.4899999999999999,0.4899999999999999,0.8999999999999999,0.8999999999999999,0.8099999999999999,"[0.700000,0.490000,0.490000]","[0.900000,0.900000,0.810000]"
